0.10370,0.14297,0.06345,0.05362,0.08567,0.05597,0.02625,0.09170,0.04980,0.32685,0.05670,0.11015,0.07610,0.11337,0.13235,0.06600,0.00700,0.05372,0.07547,0.30912,0.05537,0.14715,0.10592,0.06600,0.05957,0.07295,0.02345,0.10820,0.05910,0.30227,0.10447,0.13397,0.07407,0.07580,0.09815,0.06817,0.02807,0.08082,0.04042,0.29602,0.08370,0.11462,0.07810,0.09615,0.11092,0.08565,0.02877,0.03927,0.05700,0.30580,0.08790,0.13582,0.06952,0.07507,0.19220,0.08370,0.01322,0.07617,0.04487,0.22150,0.07897,0.17565,0.04867,0.08032,0.13052,0.06237,0.02605,0.09832,0.02925,0.26985,0.08167,0.15282,0.05672,0.07957,0.09057,0.04962,0.01930,0.05187,0.07565,0.34217,0.08707,0.12047,0.08307,0.10272,0.10732,0.07562,0.05400,0.07922,0.01962,0.27085
0.03350,0.11152,0.08565,0.11832,0.29340,0.11830,0.03942,0.04697,0.01537,0.13752,0.02862,0.08867,0.07467,0.17435,0.34955,0.15292,0.00590,0.01477,0.00392,0.10660,0.05140,0.09585,0.08117,0.13310,0.25112,0.13022,0.01710,0.03247,0.03322,0.17432,0.05267,0.09242,0.08417,0.14402,0.22847,0.14212,0.04580,0.03092,0.02132,0.15805,0.04180,0.06670,0.08335,0.15335,0.33727,0.11487,0.01515,0.02667,0.01137,0.14945,0.04580,0.06535,0.12590,0.15327,0.26742,0.18380,0.02555,0.01907,0.00870,0.10512,0.07582,0.13535,0.08137,0.12320,0.11785,0.09390,0.03590,0.06742,0.04030,0.22887,0.07005,0.12685,0.08622,0.10852,0.16782,0.09822,0.04282,0.06192,0.03560,0.20195,0.07060,0.12007,0.07567,0.12460,0.14780,0.09877,0.01877,0.06470,0.04405,0.23495
0.07655,0.12360,0.09647,0.11192,0.10140,0.09657,0.05575,0.06090,0.03852,0.23830,0.06875,0.14725,0.07420,0.10292,0.08502,0.08525,0.03562,0.07140,0.03982,0.28975,0.03407,0.11007,0.14440,0.12162,0.20857,0.14577,0.07150,0.03767,0.00800,0.11830,0.05715,0.12147,0.08172,0.12707,0.13552,0.12595,0.05467,0.04660,0.03050,0.21932,0.06632,0.12535,0.06515,0.10410,0.17902,0.08872,0.02020,0.05407,0.03865,0.25840,0.06110,0.08075,0.09527,0.18347,0.19605,0.08870,0.04117,0.04852,0.02377,0.18117,0.04757,0.10745,0.10325,0.12960,0.23420,0.11022,0.03130,0.03537,0.02572,0.17530,0.05925,0.10057,0.09345,0.15807,0.15707,0.09777,0.03835,0.05365,0.02950,0.21230,0.10722,0.12907,0.06277,0.05325,0.06070,0.08027,0.03132,0.07380,0.05760,0.34397
0.12897,0.13387,0.04592,0.03390,0.03222,0.05815,0.02372,0.08100,0.06357,0.39865,0.11640,0.12797,0.05782,0.05042,0.04255,0.06297,0.02560,0.07622,0.06242,0.37760,0.11157,0.13002,0.05895,0.05212,0.03917,0.05537,0.02225,0.07755,0.05945,0.39352,0.13145,0.12827,0.04782,0.03575,0.03340,0.05585,0.02280,0.07905,0.06435,0.40125,0.12265,0.13365,0.04950,0.03835,0.03465,0.06065,0.02457,0.07932,0.06115,0.39550,0.12290,0.13392,0.04885,0.03102,0.03065,0.05765,0.02390,0.08725,0.05912,0.40472,0.06990,0.07090,0.02847,0.06782,0.05192,0.16450,0.02235,0.11175,0.09950,0.31287,0.06680,0.06810,0.02920,0.06927,0.05680,0.15760,0.02472,0.11492,0.09962,0.31295,0.06555,0.07265,0.03235,0.06437,0.05347,0.18347,0.02012,0.11430,0.13127,0.26242
0.10392,0.08025,0.06672,0.08995,0.12812,0.08810,0.04287,0.05487,0.03997,0.30520,0.11487,0.13227,0.06605,0.06925,0.06385,0.06500,0.02507,0.08592,0.05365,0.32405,0.12230,0.13575,0.05862,0.05087,0.05272,0.06482,0.02897,0.07370,0.06910,0.34312,0.08802,0.11045,0.08330,0.11365,0.11032,0.08962,0.04547,0.05685,0.03872,0.26357,0.12570,0.12617,0.03942,0.05062,0.07670,0.08585,0.03015,0.05897,0.05370,0.35270,0.11902,0.14032,0.05992,0.05227,0.04910,0.05130,0.03052,0.08127,0.05697,0.35927,0.08207,0.11615,0.11952,0.12645,0.09470,0.09587,0.03070,0.05657,0.04160,0.23635,0.10810,0.13232,0.06627,0.05490,0.07087,0.07597,0.03005,0.07247,0.05650,0.33252,0.12495,0.12977,0.04827,0.05772,0.05042,0.04835,0.02695,0.08327,0.04920,0.38107
0.08607,0.10740,0.10102,0.12055,0.08837,0.07197,0.05377,0.06640,0.03652,0.26790,0.05462,0.08432,0.09995,0.17160,0.15990,0.10342,0.05722,0.03867,0.02962,0.20065,0.10282,0.12522,0.07292,0.06517,0.06107,0.06975,0.03275,0.08115,0.04902,0.34010,0.07855,0.11262,0.11345,0.14375,0.11385,0.08715,0.03227,0.06245,0.03462,0.22127,0.07512,0.12600,0.09547,0.09642,0.08792,0.08415,0.04655,0.06422,0.04312,0.28100,0.08620,0.11455,0.08472,0.10820,0.08047,0.09407,0.04400,0.06000,0.04060,0.28717,0.07050,0.12125,0.09625,0.10805,0.13807,0.10865,0.04705,0.06015,0.02780,0.22222,0.06405,0.08742,0.08960,0.14527,0.19542,0.11835,0.03697,0.03942,0.02097,0.20250,0.07265,0.12707,0.10662,0.11677,0.08980,0.07752,0.03697,0.06202,0.04960,0.26095
0.12805,0.13400,0.05150,0.04602,0.03297,0.04780,0.02415,0.08065,0.06760,0.38725,0.10175,0.12210,0.05822,0.07047,0.06925,0.07530,0.02165,0.07035,0.05317,0.35772,0.10970,0.13695,0.05767,0.04637,0.05152,0.07407,0.02122,0.06542,0.06437,0.37267,0.11960,0.14047,0.05485,0.03645,0.03152,0.05125,0.02282,0.07692,0.06702,0.39907,0.11282,0.14020,0.06385,0.04037,0.04727,0.05857,0.01947,0.07730,0.06537,0.37475,0.11862,0.15000,0.04932,0.03690,0.03162,0.05390,0.01720,0.07407,0.07067,0.39767,0.12077,0.13472,0.05157,0.04415,0.04255,0.06047,0.02140,0.07380,0.06287,0.38767,0.10270,0.12347,0.04927,0.05560,0.05097,0.06910,0.02115,0.07517,0.04957,0.40297,0.12542,0.13142,0.05462,0.03610,0.03570,0.05422,0.02245,0.08380,0.06007,0.39617
0.01345,0.01990,0.00232,0.02327,0.02527,0.22290,0.00400,0.12062,0.54530,0.02295,0.02497,0.05475,0.03192,0.09795,0.23037,0.16912,0.00360,0.06825,0.26275,0.05630,0.09010,0.13247,0.06452,0.08752,0.15727,0.06642,0.02755,0.07722,0.04107,0.25582,0.08672,0.11325,0.10312,0.09975,0.10365,0.10920,0.04172,0.06220,0.03880,0.24157,0.08900,0.12117,0.07162,0.09060,0.10212,0.09162,0.04662,0.08010,0.03320,0.27392,0.08945,0.14717,0.09650,0.06560,0.12222,0.06787,0.02152,0.08010,0.04157,0.26797,0.08485,0.14902,0.07372,0.09207,0.07327,0.06912,0.04120,0.06950,0.05365,0.29357,0.09495,0.16365,0.07012,0.05962,0.06952,0.06877,0.05652,0.07572,0.04380,0.29730,0.08485,0.12000,0.09612,0.11432,0.12747,0.08312,0.04275,0.05085,0.04025,0.24025
0.03802,0.08207,0.08240,0.14340,0.15497,0.12440,0.05005,0.04305,0.02167,0.25995,0.04265,0.08287,0.09460,0.14067,0.15392,0.11420,0.06900,0.03792,0.02172,0.24242,0.03122,0.06790,0.08402,0.15487,0.19017,0.10210,0.04447,0.04750,0.02142,0.25630,0.04752,0.10027,0.12012,0.12790,0.14775,0.13192,0.04150,0.03980,0.02212,0.22107,0.06157,0.09782,0.09740,0.15125,0.15630,0.09835,0.05622,0.04255,0.02647,0.21205,0.04702,0.08992,0.11727,0.16542,0.14930,0.10565,0.05875,0.04280,0.02192,0.20192,0.04377,0.09802,0.06642,0.13420,0.14687,0.10945,0.02717,0.04855,0.02975,0.29577,0.03817,0.08352,0.05907,0.16252,0.23150,0.14097,0.04117,0.02807,0.01465,0.20032,0.02042,0.06610,0.04610,0.15550,0.28320,0.13932,0.03372,0.02305,0.01647,0.21610
0.10085,0.12217,0.08125,0.07870,0.06627,0.09390,0.04402,0.06005,0.04302,0.30975,0.11037,0.13180,0.05640,0.05647,0.06292,0.08077,0.04960,0.06875,0.04670,0.33620,0.11990,0.14400,0.05695,0.03422,0.04432,0.06185,0.04087,0.08277,0.04387,0.37122,0.08672,0.11280,0.08942,0.09775,0.08715,0.08745,0.04620,0.06290,0.03475,0.29485,0.12495,0.12105,0.04900,0.04995,0.04897,0.06565,0.03167,0.07285,0.05702,0.37887,0.12275,0.12532,0.05387,0.05672,0.04290,0.06380,0.02782,0.07300,0.05890,0.37490,0.11785,0.12987,0.05742,0.05100,0.04442,0.05762,0.03287,0.07402,0.05770,0.37720,0.12922,0.12932,0.05260,0.04040,0.03387,0.05385,0.02305,0.08217,0.06262,0.39287,0.12637,0.13312,0.05472,0.03900,0.03402,0.05842,0.02517,0.07942,0.06370,0.38602
